,@id,amenity,name,@lat,@lon,contact:phone,contact:website,addr:city,addr:street
44,66917098,theatre,Quatsch Comedy Club,52.5236239,13.3886211,+49 30 27879030,,Berlin,Friedrichstraße
45,66917115,theatre,Kabarett-Theater Distel,52.5206669,13.3885051,+49 30 203000-0,,Berlin,Friedrichstraße
46,66917188,theatre,Admiralspalast,52.5207714,13.3889021,+49 30 47997499,,Berlin,Friedrichstraße
47,66917199,cafe,Starbucks,52.5194029,13.3887381,,,,
48,66917229,cafe,Starbucks,52.5167295,13.3797732,,,Berlin,Pariser Platz
49,68363395,fuel,Aral,52.4971705,13.4497838,+49 30 61286590,,Berlin,Vor dem Schlesischen Tor
50,68437791,pharmacy,Margareten-Apotheke,52.4893898,13.4505704,,,Berlin,Karl-Kunger-Straße
51,69226035,pharmacy,Leipziger Apotheke,52.5105088,13.3959459,,,Berlin,Leipziger Straße
52,69226060,pharmacy,Bären-Apotheke,52.510659,13.390049,,,Berlin,Friedrichstraße
53,69226073,car_rental,SIXT,52.5104026,13.3894102,,,,Leipziger Straße
54,69226202,cafe,Brammibal's Donuts,52.507931,13.3737316,,https://www.brammibalsdonuts.com/,Berlin,Alte Potsdamer Straße
55,75645699,cafe,Espresso House,52.5105871,13.3764297,,,Berlin,Potsdamer Platz
56,76507297,pharmacy,Preußen-Apotheke,52.4815485,13.3190694,,http://www.preussen-apotheke-wilmersdorf.de/,Berlin,Paretzer Straße
57,76519952,pharmacy,Bundes-Apotheke,52.4865543,13.3314064,,,Berlin,Bundesallee
58,76596388,pharmacy,Mühlenberg-Apotheke,52.5431994,13.4423197,,,Berlin,Thomas-Mann-Straße
59,78244254,pharmacy,Apotheke Axel Springer Passage,52.5071247,13.3947881,,,,
60,78252154,atm,Bank für Sozialwirtschaft,52.5237445,13.3986266,,,Berlin,Oranienburger Straße
61,78438027,restaurant,Dalmacija,52.572519,13.3082697,,,Berlin,Auguste-Viktoria-Allee
62,78447148,pub,ZobelKlix,52.5698075,13.3101301,,,Berlin,Klixstraße
63,78467656,restaurant,Schlemmerküche,52.5770943,13.3073438,,,Berlin,Wittestraße
64,79454844,restaurant,Taverna Athos,52.4800304,13.3277157,,,Berlin,Bundesplatz
65,79603436,pharmacy,Diamant Apotheke,52.5633045,13.3287743,,,Berlin,Kurt-Schumacher-Damm
66,79606682,pharmacy,Apotheke am Markt Reinickendorf,52.5668918,13.3170343,,,Berlin,Scharnweberstraße
67,79624638,pharmacy,Barlach Apotheke,52.5701291,13.3213944,,,Berlin,Auguste-Viktoria-Allee
68,79675952,bar,Albert's,52.56382,13.328849,,,Berlin,Scharnweberstraße
69,79688159,pharmacy,Park-Apotheke,52.4815398,13.3289844,,,Berlin,Bundesallee
70,79769672,restaurant,Pizzaria Tamara,52.5701303,13.3098188,,,Berlin,Zobeltitzstraße
71,79808386,restaurant,BLOCK HOUSE,52.5096736,13.2707607,,,Berlin,Theodor-Heuss-Platz
72,79808389,theatre,Die Wühlmäuse,52.5088651,13.2707514,+49 30 30673011,https://www.wuehlmaeuse.de/,Berlin,Pommernallee
73,81362508,cafe,Café & Reisebüro - Eishandwerk,52.5089075,13.2708507,,,Berlin,Heerstraße
74,81362518,restaurant,JOE'S Restaurant & Wirtshaus,52.509874,13.2708833,,,Berlin,Theodor-Heuss-Platz
75,81362602,pharmacy,Kranich-Apotheke,52.5104923,13.2716035,,,Berlin,Lindenallee
76,81362605,restaurant,Lindenwirtin,52.5106205,13.2716607,,,Berlin,Lindenallee
77,84644753,police,Abschnitt 53 Kreuzberg-Nord,52.5049589,13.3905699,,,Berlin,Friedrichstraße
78,84644791,cafe,Espresso House,52.5082693,13.3770044,,,Berlin,Potsdamer Platz
79,84646591,fast_food,Subway,52.5308636,13.3830284,,,Berlin,Chausseestraße
80,84904956,pub,Eichborneck,52.5712131,13.3134197,,,Berlin,
81,86001790,fast_food,Subway,52.5158107,13.3899247,,,Berlin,Behrenstraße
82,86001794,restaurant,Bocca di Bacco,52.5151154,13.3889505,+49 30 206 72828,http://www.boccadibacco.de/,Berlin,Friedrichstraße
83,86001798,restaurant,Restaurant Borchardt,52.5150034,13.3903882,+49 30 81886262,,Berlin,Französische Straße
84,86001800,restaurant,Charlotte & Fritz,52.5150373,13.3907724,,https://charlotteundfritz.com/,Berlin,Charlottenstraße
85,86001813,restaurant,Aigner,52.514689,13.3909281,,,Berlin,Französische Straße
86,86001825,restaurant,Lutter & Wegner,52.5132123,13.3911782,,,Berlin,Charlottenstraße
87,86001829,parking,Hotel Hilton,52.511489,13.3918962,,,Berlin,Charlottenstraße
88,86001833,restaurant,Malatesta,52.5124049,13.3913074,,,Berlin,Charlottenstraße
89,86001835,bar,Bellboy Berlin,52.512033,13.3919416,,,Berlin,Mohrenstraße
90,86001837,restaurant,Fellini,52.5120539,13.3922763,,,,
91,86001846,restaurant,Shan's Bistro,52.5130816,13.3935532,,,,
92,86005430,bar,Newton Bar,52.5129305,13.3912298,,,Berlin,Charlottenstraße
93,87036259,cafe,Espresso House,52.5307598,13.3831456,+49 30 24628826,https://de.espressohouse.com/coffee-shops/chausseestrae/,Berlin,Invalidenstraße
94,87036261,pharmacy,Nordland Apotheke,52.5306975,13.3841248,+49 30 282 30 48,,Berlin,Invalidenstraße
95,87036263,atm,Sparda-Bank,52.5329853,13.3842822,,,,
96,87040343,cafe,Starbucks,52.5110724,13.3900182,+49 30 206 086711,,Berlin,Friedrichstraße
97,87040348,cafe,Einstein Kaffee,52.5113571,13.3894708,,,,
98,87040391,restaurant,Maximilians,52.5113441,13.3891811,+49 30 20450559,https://www.maximilians-berlin.de/,Berlin,Friedrichstraße
99,87040394,restaurant,Izumi Sushi Bar,52.511292,13.3887116,,,Berlin,Kronenstraße
100,87040399,bank,DKB,52.51105,13.3887982,,,,
101,87040402,pharmacy,Friedrichstadt Apotheke,52.5117692,13.3868843,,,Berlin,Glinkastraße
102,89274635,bank,Deutsche Bank,52.5232498,13.4158077,,,Berlin,Alexanderstraße
103,89274696,pub,Braufactum,52.5235991,13.4109696,,,Berlin,Memhardstraße
104,89274697,pharmacy,Panorama Apotheke,52.5218379,13.4096557,+49 30 24720707,http://www.panoramaapotheke.de/,Berlin,Panoramastraße
105,89274703,restaurant,Der Alte Fritz,52.5214304,13.4092065,,,Berlin,Panoramastraße
106,89274833,restaurant,Carambar,52.5203514,13.4122196,,,Berlin,Rathausstraße
107,89274854,restaurant,Da Vincenzo,52.5202106,13.4118079,,,,
108,89274884,fast_food,Dunkin' Donuts,52.520095,13.411431,,https://www.dunkin-donuts.de/,Berlin,Rathausstraße
109,89274887,post_office,Deutsche Post,52.5196982,13.4115537,,,,
110,89274888,pharmacy,Apotheke in den Rathauspassagen,52.519834,13.4111159,,,Berlin,
111,89274938,cafe,Eiscafe Lampe,52.5195321,13.4103508,,,,
112,89275075,restaurant,Pomodori,52.5180123,13.4071626,,,,
113,89275133,atm,Bankhaus August Lenz,52.5180249,13.4069563,,,,
114,89275135,restaurant,Mutter Hoppe,52.5177288,13.4063126,,,Berlin,Rathausstraße
115,89275143,restaurant,Julchen Hoppe,52.5172681,13.4050245,+49-30-97005787,,Berlin,Rathausstraße
116,89275152,library,Berliner Stadtbibliothek,52.5155636,13.4041356,,http://www.zlb.de/,Berlin,Breite Straße
117,89275182,pharmacy,Fischerinsel-Apotheke,52.5133809,13.4053524,+49 30 76 77 18 44,http://fischerinsel-apotheke.de/,Berlin,Gertraudenstraße
118,89275203,restaurant,Shezan,52.512146,13.4081288,+49 30 24600950,https://shezan-liefer.de/,Berlin,Neue Roßstraße
119,89312691,fast_food,Burger King,52.5226551,13.41272,,,Berlin,
120,98896966,fire_station,Berufsfeuerwache Wilmersdorf,52.4874763,13.3206793,,,Berlin,Gasteiner Straße
121,101387833,fuel,Total,52.5475627,13.4680868,,,Berlin,Indira-Gandhi-Straße
122,102247294,restaurant,Mommsen-Eck,52.5033968,13.3082206,,,Berlin,Mommsenstraße
123,106982118,fuel,Tamoil,52.5096831,13.5312546,,,Berlin,Alt-Friedrichsfelde
124,106982123,fast_food,McDonald's,52.5099118,13.53153,,,Berlin,Alt-Friedrichsfelde
125,111644760,bar,No Limit Shishabar,52.5655612,13.3209279,,,,
126,136721344,restaurant,Pula-Grill,52.5701846,13.3206599,,,Berlin,Auguste-Viktoria-Allee
127,137483925,restaurant,Paris-Moskau,52.5225899,13.3644784,+49 30 3942081,,Berlin,Alt-Moabit
128,137549003,pub,Zum feuchten Grafen,52.5699596,13.3138632,,,Berlin,Graf-Haeseler-Straße
129,137549008,pub,Old Sloth,52.5708788,13.3158208,,,Berlin,Auguste-Viktoria-Allee
130,137549010,pub,ChillOut Bar,52.5688285,13.3170085,+49-30-46994340,http://www.chillout-berlin.de/,Berlin,General-Barby-Straße
131,137549024,pub,Bären-Eck,52.5700374,13.3221149,,,Berlin,Auguste-Viktoria-Allee
132,140274896,pub,Haus Bierwerk,52.5682701,13.367889,,,Berlin,Amendestraße
133,140274903,pub,Potter's Inn,52.5754322,13.3303066,,,Berlin,Waldstraße
134,149607221,fast_food,Konnopke’s Imbiß,52.5406564,13.4121886,+49 30 4427765,https://www.konnopke-imbiss.de/,Berlin,Schönhauser Allee
135,149607257,bar,en passant,52.5442253,13.4128822,,,Berlin,Schönhauser Allee
136,150667269,pub,The Tipperary,52.5431648,13.3566864,+49 30 49080806,http://tipperary.berlin,Berlin,Triftstraße
137,150989193,pub,ROJ Musik Bar,52.5642761,13.3265108,,,Berlin,Scharnweberstraße
138,150990860,pub,Café Egal und Radlstation,52.5235968,13.3007288,,,Berlin,Tauroggener Straße
139,167013475,biergarten,Jockel,52.4916944,13.4389954,,,Berlin,Ratiborstraße
140,167048488,kindergarten,Nestwärme Kita,52.5015358,13.4333992,,,,
141,170903356,restaurant,Chalet Suisse,52.461902,13.269189,,,Berlin,Im Jagen
142,171073634,restaurant,Jasper's,52.536584,13.40069,+49 30 81798172,https://jaspers-berlin.de/,Berlin,Anklamer Straße
143,173985100,theatre,HAU 2 (Hebbel am Ufer),52.4990938,13.3862714,+49 30 259004-27,,Berlin,Hallesches Ufer
144,177484278,restaurant,Bier-Stub'n,52.5723826,13.3594023,,,,
145,177484284,restaurant,Irmak Grillhaus,52.5674603,13.3627545,,,,
146,186054004,pub,Dorfkrug,52.5726395,13.3048085,+49 30 41508648,https://carolas-dorfkrug.beepworld.de,Berlin,Otisstraße
147,187648557,fuel,Esso,52.5646652,13.3358283,,,Berlin,Holländerstraße
148,205064299,fuel,Agip,52.4273627,13.3649375,,,Berlin,Belßstraße
149,205317227,restaurant,Biertempel 2,52.4800762,13.3767183,,,Berlin,Boelckestraße
150,206102770,police,Polizei Abschnitt 46,52.4276915,13.3475906,,,,
151,208510718,pub,Kastanienwäldchen,52.5640793,13.3644914,,,Berlin,Residenzstraße
152,213106681,bank,Sparkasse,52.5362734,13.4336585,,,Berlin,Danziger Straße
153,213108224,bank,Sparkasse,52.5208149,13.4136431,,,Berlin,
154,213112439,bank,Sparkasse,52.5235168,13.4018803,,,Berlin,Hackescher Markt
155,213113204,atm,Berliner Sparkasse,52.5427503,13.3928618,,,,
156,229948256,theatre,Sophiensæle,52.5258112,13.4011409,+49 30 2825266,http://www.sophiensaele.com/,Berlin,Sophienstraße
157,237838613,school,Rückert-Gymnasium,52.4799688,13.3384592,,,Berlin,Mettestraße
158,239659091,bank,Sparkasse,52.4817888,13.5250469,,,Berlin,Treskowallee
159,239694634,atm,Berliner Volksbank,52.4975011,13.5216425,,,,
160,244118624,police,Polizeiabschnitt 55,52.479156,13.4347588,+49 30 4664555700,https://www.berlin.de/polizei/dienststellen/polizei-in-den-bezirken/direktion-5/abschnitt-55/,Berlin,Rollbergstraße
161,248651127,bar,Z-Bar,52.5295259,13.3956385,+49 30 28389121,https://zbarberlin.com,Berlin,Bergstraße
162,248651464,restaurant,I Due Forni,52.5308311,13.412464,+49 30 44017333,,Berlin,Schönhauser Allee
163,248652663,fast_food,Zweistrom,52.5392141,13.4216014,,,Berlin,Kollwitzstraße
164,249094185,fast_food,Risa Chicken,52.540858,13.4125546,,http://risachicken.de/,Berlin,Danziger Straße
165,249094437,restaurant,Tijuana,52.5406178,13.414039,,,Berlin,Knaackstraße
166,249221047,bank,Sparkasse,52.5637254,13.3289891,,,Berlin,Scharnweberstraße
167,249299067,cafe,SowohlAlsAuch,52.5382237,13.4204986,,,Berlin,Kollwitzstraße
168,250067344,restaurant,Akemi,52.5376526,13.4212143,,https://akemi-berlin.squarespace.com,Berlin,Rykestraße
169,250195921,pharmacy,Alte Roland-Apotheke,52.5264625,13.3501221,,,Berlin,Turmstraße
170,250588095,pub,Yard,52.5355911,13.4200871,+49-30-4424211,http://www.yard-musikkneipe.de/,Berlin,Rykestraße
171,250588809,restaurant,Anjoy,52.5361423,13.4205337,,,,
172,251559871,cinema,Kino Intimes,52.5129109,13.4581955,,https://www.kino-zeit.de/kinoprogramm/berlin/kino-intimes-berlin,Berlin,Boxhagener Straße
173,251737915,pharmacy,Virchow Apotheke,52.54973,13.3498263,+49 30 4558665,,Berlin,Seestraße
174,253618460,fire_station,Berufsfeuerwache Friedrichshain,52.5118289,13.4445489,,https://www.berliner-feuerwehr.de/ueber-uns/standorte/feuerwachen/fw-friedrichshain-1200/,Berlin,Rüdersdorfer Straße
175,253624651,atm,Berliner Sparkasse,52.5122086,13.45327,,,Berlin,Grünberger Straße
176,253625297,bank,Sparkasse,52.5072911,13.4677685,,,Berlin,Boxhagener Straße
177,253891060,fast_food,Kreuzburger,52.5438563,13.4156212,,http://www.kreuzburger.de/,Berlin,Pappelallee
178,253999353,cafe,DoubleEye,52.4879922,13.3540483,,,Berlin,Akazienstraße
179,254003168,restaurant,Yogi-Haus,52.486278,13.3506678,,,Berlin,Eisenacher Straße
180,254307048,pharmacy,Wotan Apotheke,52.5069033,13.3218338,+49303139885,,Berlin,Grolmanstraße
181,254307080,restaurant,Reinhard's am Kurfurstendamm,52.5031309,13.3271435,+49 30 20454545,https://www.restaurant-reinhards.de/,Berlin,Kurfürstendamm
182,254307082,restaurant,Kempinski Grill,52.5033238,13.3272963,,,Berlin,Kurfürstendamm
183,254307092,restaurant,Le Faubourg,52.5026926,13.3318821,,,Berlin,Augsburger Straße
184,254307115,restaurant,Berliner Stube,52.5028686,13.3346069,,,Berlin,Los-Angeles-Platz
185,254863531,taxi,Dammweg,52.4705214,13.4648009,,,Berlin,
186,254985049,recycling,Deutsches Rotes Kreuz,52.4839968,13.3205366,,,,
187,254992619,restaurant,Floh,52.4880029,13.2634284,+49 30 8929356,http://www.restaurantfloh.de/,Berlin,Am Bahnhof Grunewald
188,254992627,restaurant,Trattoria Gioachino,52.4878837,13.2628406,,,,
189,255336764,bank,Berliner Sparkasse,52.4699818,13.4632351,,,,
190,255825174,pharmacy,Wildenbruch Apotheke,52.4818892,13.440147,+49 30 6872124,https://www.wildenbruch-apotheke-berlin.de/,Berlin,Sonnenallee
191,255825368,pharmacy,Frühlicht-Apotheke,52.4803687,13.4394937,,,Berlin,Anzengruberstraße
192,256754256,cinema,Kino Babylon,52.5258984,13.4114358,+49 30 2425969,http://www.babylonberlin.de,Berlin,Rosa-Luxemburg-Straße
193,256912446,school,Erwin von Witzleben Grundschule,52.5394411,13.2880437,+49 30 9029253 80,http://www.erwinvonwitzleben-grundschule.de/,Berlin,Halemweg
194,256913872,school,Anna Freud Schule,52.5376587,13.2883255,,,Berlin,Halemweg
195,256922190,library,Stadtteilbibliothek Halemweg,52.5375039,13.2871861,,,Berlin,Halemweg
196,258050855,pharmacy,Apotheke am Amtsgericht,52.5069568,13.2972926,+49 30 31803419,http://www.apotheke-am-amtsgericht-app.de,Berlin,Kantstraße
197,258398258,restaurant,Wirtshaus Hasenheide,52.4877929,13.4196583,,,,
198,258497093,restaurant,Eden,52.5219316,13.4047999,+49 30 84711058,,Berlin,Rosenstraße
199,258535790,fuel,Aral,52.4682682,13.3110209,,,,
200,258604531,toilets,Historische Toilette (Café Achteck),52.4811845,13.3633629,,,,
201,259081139,pharmacy,Nordring Apotheke,52.549263,13.4133047,+49 30 8179850,https://nordring-apotheke-berlin.de/,Berlin,Schönhauser Allee
202,259081143,pharmacy,Vita Apotheke,52.5509103,13.4079077,+49 30 4459539,,Berlin,Schivelbeiner Straße
203,259797763,theatre,Berliner Kriminaltheater,52.5182037,13.4399455,+49 30 47997488,http://www.kriminaltheater.de/,Berlin,Palisadenstraße
204,259845846,nightclub,Junction-Bar,52.4913696,13.3931533,,,Berlin,Gneisenaustraße
205,260565389,restaurant,Weisser Elefant,52.4895627,13.3191979,,,Berlin,Wegenerstraße
206,260565390,restaurant,Garcon,52.4894921,13.3196727,,,Berlin,Fechnerstraße
207,260565983,restaurant,La Cenetta,52.4877481,13.3204876,,,Berlin,Gasteiner Straße
208,260744445,fuel,Total,52.4837343,13.4785627,,,Berlin,Bulgarische Straße
209,260753892,fast_food,McDonald's,52.4695529,13.3711438,,,,
210,260753895,fuel,Aral,52.4700245,13.3709897,,,Berlin,Schöneberger Straße
211,260769007,restaurant,Kaisersaal,52.5098082,13.3743411,,,,
212,260769037,restaurant,Lindenbräu,52.5102921,13.3726675,+49 30 25751280,https://www.bier-genuss.berlin/de/lindenbraeu-am-potsdamer-platz,Berlin,Bellevuestraße
213,261606214,restaurant,Schönbrunn,52.528035,13.4339677,+4930453056525,http://schoenbrunn.net/,Berlin,
214,261963290,pharmacy,Grüne Apotheke,52.4905931,13.456649,,,Berlin,Elsenstraße
215,261965140,police,Gemeinsames Terrorismusabwehrzentrum,52.4922153,13.4562264,,,Berlin,Am Treptower Park
216,262194409,pub,Enddorn,52.5334428,13.4162759,+49-30-4408380,,Berlin,Belforter Straße
217,262213475,pharmacy,Möllendorff-Apotheke,52.5241575,13.4800051,+49 30 55487020,http://www.moellendorffapotheke.de,Berlin,Möllendorffstraße
218,262318783,fuel,Total,52.4531242,13.4568677,,,Berlin,Späthstraße
219,262353303,fast_food,McDonald's,52.4562295,13.5091368,,,Berlin,Schnellerstraße
220,262359118,restaurant,Tropica Grillhaus,52.5152058,13.4687505,,,Berlin,Frankfurter Allee
221,262366174,fast_food,Subway,52.5151582,13.4627585,,,Berlin,Frankfurter Allee
222,262462062,restaurant,Ristorante a Mano,52.5193671,13.4276134,,,Berlin,Strausberger Platz
223,262818281,nightclub,ASeven Club,52.5232268,13.4164254,,,Berlin,Alexanderstraße
224,262943658,restaurant,Hangmee,52.5129554,13.4576396,,,Berlin,Boxhagener Straße
225,263703997,fuel,Aral,52.5103423,13.5387103,,,Berlin,Alt-Friedrichsfelde
226,263704564,bank,Postbank,52.5124738,13.4775156,,,Berlin,Mauritiuskirchstraße
227,264776935,library,Ibero-Amerikanisches Institut,52.5068092,13.369701,,,,Potsdamer Straße
228,266540876,library,Bezirkszentralbibliothek Philipp Schaeffer,52.5316059,13.3986959,,,Berlin,Brunnenstraße
229,267079782,post_office,Postbank Finanzcenter,52.4622822,13.5137504,+49 2285 5005900,,Berlin,Edisonstraße
230,267366952,pharmacy,Wins-Apotheke,52.5360082,13.4270624,,,Berlin,Winsstraße
231,267405808,bank,Postbank,52.5352609,13.4223153,,,Berlin,Prenzlauer Allee
232,267412672,restaurant,Die Henne - Alt-Berliner Wirtshaus,52.504153,13.4177503,,,,
233,267780050,bar,Immertreu,52.5363657,13.425073,,http://www.bar-immertreu.de/,Berlin,Christburger Straße
234,267851662,restaurant,Hoa Rong,52.5197141,13.3877509,,,,Georgenstraße
235,268002620,pub,Studentenclub Schlauch,52.5231963,13.4769761,,,Berlin,Storkower Straße
236,268179512,restaurant,Machiavelli,52.4747998,13.2781793,,http://www.machiavelli-berlin.de/,Berlin,Clayallee
237,268500238,restaurant,Sida,52.4605144,13.3231312,,,Berlin,Ahornstraße
238,268636979,pharmacy,Brandenburg-Apotheke,52.4985391,13.3071113,+49 30 89092034,http://www.brandenburg-apo.de,Berlin,Brandenburgische Straße
239,268726812,pharmacy,Rosegger-Apotheke,52.4789497,13.4451781,,,Berlin,Sonnenallee
240,268760098,cafe,Café Meta,52.545836,13.4061087,+49 30 22150775,,Berlin,Am Falkplatz
241,268915152,school,Klax Grundschule Langhansstraße,52.5553761,13.4307335,,,,
242,268915153,kindergarten,Klax Grundschule Brauhausstraße,52.55563,13.4305,,,,
243,268915158,kindergarten,Kita Fehlerstraße 2,52.4767411,13.3258251,,,Berlin,Fehlerstraße
244,268915167,kindergarten,Ganztagsbetreuung der Fläming-Grundschule,52.4685223,13.3325044,,,Berlin,Rheinstraße
245,268915173,kindergarten,kidsweb.de Kindertagesbetreuung,52.5398837,13.3496243,,,,
246,268915174,kindergarten,ABC-Kindergarten - Sabine Erdmann,52.4978346,13.3019467,,,,
247,268915177,kindergarten,EKG - An der Apostelkirche 1,52.5006833,13.3587022,,,,Kurfürstenstraße
248,268915183,kindergarten,EKG - An der Mäckeritzbrücke 4,52.5504682,13.2698094,,,,
249,268915194,kindergarten,EKG - Ellwanger Straße 9-11,52.4473892,13.3571434,,,,
250,268915196,kindergarten,EKG - Detmolder Straße 17,52.4791322,13.3211029,,,,
251,268915198,kindergarten,EKG - Friedenstraße 20,52.4389996,13.3866799,,,,
252,268915206,kindergarten,EKG - Gemeindezentrum Schillerhöhe,52.5602005,13.3607718,,,,
253,268915210,kindergarten,Kita der Evangelischen Kirchengemeinde Am Lietzensee,52.504493,13.2870406,,,Berlin,Herbartstraße
254,268915211,kindergarten,EKG - Hohenzollerndamm,52.4823986,13.2910551,,,,
255,268915214,kindergarten,Lemmis Kreativ-Kita,52.447636,13.3274376,,http://lemmis-kita.de/,Berlin,Gravelottestraße
256,268915217,kindergarten,EKG - Kaiserin-Augusta-Straße 23,52.4600379,13.3784317,,,Berlin,Kaiserin-Augusta-Straße
257,268915228,kindergarten,EKG - Marienfelder Chaussee 66,52.4182906,13.4160335,,,,
258,268915231,kindergarten,Kindergarten Trinitatis,52.5082915,13.3139551,,https://trinitatis-berlin.de/kita,Berlin,Leibnizstraße
259,268915236,kindergarten,Teilzeit-KiTa Martin-Niemöller-Haus,52.4594287,13.286726,,,Berlin,Pacelliallee
260,268915239,kindergarten,EKG - Nassauische Straße 66,52.4939543,13.3268807,,,,
261,268915244,kindergarten,EKG - Schuckertdamm 336-338,52.5414858,13.267403,,,,
262,268915246,kindergarten,Eltern-Kind-Gruppe Matthäus,52.4561079,13.3186112,+493079749391,,Berlin,Schloßstraße
263,268915249,childcare,ev. Kita Viktoria-Luise,52.4958963,13.3431711,,,Berlin,Viktoria-Luise-Platz
264,268915258,kindergarten,EKT - Abrakadabra e.V.,52.4947329,13.3392604,,,Berlin,Motzstraße
265,268915262,community_centre,Karame e.V.,52.5310025,13.3415438,+49 30 39035516,http://karame.de/,Berlin,Wilhelmshavener Straße
266,268915266,kindergarten,Kinderladen Alibaba,52.5299838,13.3315829,,http://www.kinderladen-alibaba.de/,Berlin,Waldstraße
267,268915269,kindergarten,"Ali Baba und seine Räuber ""Löwenzahn""",52.4663348,13.4363771,+49 30 6264871,http://www.kinderladen-ali-baba.de,Berlin,Kranoldstraße
268,268915271,kindergarten,EKT - Ahörnchen e.V.,52.4603819,13.3204746,,,,
269,268915272,kindergarten,EKT - Affentheater e.V.,52.4878741,13.3526806,,,Berlin,Merseburger Straße
270,268915275,kindergarten,Montessori Kinderhaus,52.582212,13.3890021,,http://montessori-blumenthalstr.de/,Berlin,Blumenthalstraße
271,268915276,kindergarten,Arche Moabit,52.529794,13.3156844,,https://www.archemoabit.de/,Berlin,Huttenstraße
