,@id,amenity,name,@lat,@lon,contact:phone,contact:website,addr:city,addr:street
59,3347781754,restaurant,Yakoolza,52.5131181,13.3820385,+49 30 20605508,https://www.yakoolza-berlin.de/,Berlin,Wilhelmstraße
60,3661696179,restaurant,Wilhelm & Medné - Bio-Bistro,52.5031163,13.3908407,+49 30 25359977,http://www.biobistro.de/,Berlin,Hedemannstraße
61,3674888276,restaurant,Savory Chay,52.5112345,13.3879451,,,Berlin,Kronenstraße
62,3718480033,restaurant,Nobelhart & Schmutzig,52.5053879,13.3905401,,,Berlin,Friedrichstraße
63,3874640671,restaurant,Pagashi-Luu,52.5084245,13.3939439,+49 30 53793695,https://pagashiluu.eatbu.com/,Berlin,Markgrafenstraße
64,3949774205,restaurant,Entrecôte,52.5084898,13.391317,,,Berlin,Schützenstraße
65,4041294989,restaurant,Chupenga,52.5125016,13.3943233,+493023936961,http://www.chupenga.de,Berlin,Mohrenstraße
66,4120984825,restaurant,Zen,52.51385,13.3872995,,,Berlin,Jägerstraße
67,4149380189,restaurant,Bistro Vital,52.5114123,13.396851,,,,Jerusalemer Straße
68,4188056695,restaurant,Little Green Rabbit,52.5087103,13.3893856,+49 30 37462003,https://www.littlegreenrabbit.de/checkpoint-charlie,Berlin,Friedrichstraße
69,4188056696,restaurant,Veli's Restaurant,52.5087062,13.3899448,,,,
70,4188062813,restaurant,Julian & Elisa,52.5148587,13.393238,,,Berlin,Markgrafenstraße
71,4366482789,restaurant,Marea,52.50924,13.3796142,,https://marea-berlin.de/,Berlin,Leipziger Platz
72,4387406689,restaurant,Dai An,52.5020083,13.3910785,,,Berlin,Friedrichstraße
73,4423968000,restaurant,scent,52.5116329,13.401428,,,,
74,4440690189,restaurant,Barcelona,52.506304,13.3903978,+49 30 7022 8336,,Berlin,Friedrichstraße
75,4508185226,restaurant,Seaside,52.5120032,13.3902147,+49 30 209 17354,http://www.seaside-fish.com/,Berlin,Mohrenstraße
76,4581843439,bar,Essenza,52.5100972,13.3833264,+49 30 20625083,http://www.ristorante-essenza.de/index_ls125.html,Berlin,Leipziger Straße
77,4820085122,restaurant,Café Madame,52.4997694,13.3923025,,,Berlin,Mehringplatz
78,4841062924,restaurant,Mama Cook,52.5029314,13.3886201,,http://www.mama-cook.de/,Berlin,Hedemannstraße
79,4906261622,restaurant,Hayal Kahvesi,52.5070072,13.3925904,,https://hayalkahvesimeyhane.de/,Berlin,Charlottenstraße
80,4936963663,restaurant,Shisomen,52.5121111,13.3810305,,,Berlin,Gertrud-Kolmar-Straße
81,4948140427,bar,Layla,52.5015732,13.3829902,,,,Hallesche Straße
82,5119724959,restaurant,Sapori del Sud,52.5080178,13.3919864,,,,
83,5133857265,restaurant,Yarok,52.5070028,13.386008,,,Berlin,Wilhelmstraße
84,5155574229,restaurant,Little Green Rabbit,52.5140282,13.3957076,,,Berlin,Jägerstraße
85,5173670205,restaurant,Hatay Ocakbaşi,52.5067848,13.3896887,+49 30 76953419,https://hatay-ocakbasi.de/,Berlin,Kochstraße
86,5196452422,restaurant,Lunchtime,52.5142513,13.3971703,,,Berlin,Jägerstraße
87,5241392760,restaurant,Brasserie Le Bon Mori,52.4995958,13.3878921,,,Berlin,Stresemannstraße
88,5398239819,restaurant,Zhong Hua,52.5048782,13.3970187,+49 30 2511615,https://www.zhong-hua.de/,Berlin,Lindenstraße
89,5406791923,bar,Avanti,52.5072987,13.3784521,,,Berlin,Stresemannstraße
90,5443013625,restaurant,Huong Sen,52.50832,13.393952,,,Berlin,Markgrafenstraße
91,5620262724,bar,The Sushi Club,52.5125208,13.3946586,,https://thesushiclub.de/,Berlin,Mohrenstraße
92,5810390264,restaurant,Teras,52.5117473,13.3835168,,,Berlin,Wilhelmstraße
93,5823398335,restaurant,Vapiano,52.5087471,13.3904174,,,,
94,5868881267,restaurant,Lavida Wine Club,52.513162,13.3945066,+49 30 239 20 610,,Berlin,Taubenstraße
95,5962646496,restaurant,Nanum,52.5025659,13.3940139,,https://www.nanumberlin.com/,Berlin,Lindenstraße
96,6013893343,restaurant,ERGO Gourmet,52.5067326,13.3790788,,,,
97,6051450985,restaurant,Taz Kantine,52.5033533,13.3912473,,http://www.taz.de/!106584/,Berlin,Friedrichstraße
98,6066639232,restaurant,Ristorante Sale e Tabacchi,52.5066487,13.3913866,,,Berlin,Rudi-Dutschke-Straße
99,6201545247,restaurant,Liu Chengdu Weidao,52.5111972,13.38759,,,Berlin,Kronenstraße
100,6503900885,restaurant,Pizza El Fredo,52.5019116,13.3914666,+49 30 28477913,https://www.pizzaelfredo.de/,Berlin,Friedrichstraße
101,6539518434,restaurant,beets&roots,52.5094463,13.3879255,,,Berlin,Mauerstraße
102,6665721748,restaurant,Café Nullpunkt,52.5034178,13.3929014,+49 30 84710923,https://cafenullpunkt.com/,Berlin,Friedrichstraße
103,6705038985,restaurant,Café 4YOU,52.5118879,13.3885337,,,Berlin,Mohrenstraße
104,6706708817,restaurant,Babami,52.5076191,13.3916108,,,,
105,6707387950,bar,Intermezzo,52.5129491,13.3866473,,,,
106,6785118828,restaurant,Sons of Mana,52.5125939,13.3902113,,http://sonsofmana.de/,Berlin,Friedrichstraße
107,6832874802,restaurant,Viti,52.511701,13.3827752,,,Berlin,Wilhelmstraße
108,8105267087,restaurant,Mirami,52.5018737,13.385995,,,,
109,9094325081,restaurant,Frittenwerk,52.512264,13.389813,,,,
110,9279980915,restaurant,Das Berliner Restaurant,52.5112684,13.380657,,,Berlin,Voßstraße
111,9334027317,restaurant,Maredo,52.5127552,13.3910511,,https://www.maredo.com/steakhaeuser/berlin-gendarmenmarkt/,Berlin,Charlottenstraße
112,9337575527,restaurant,Bless,52.5124319,13.3967248,,https://www.bless-restaurants.com/,Berlin,Hausvogteiplatz
113,9677505904,restaurant,Ma'loa Hawaiian Poke Bowl,52.5080139,13.3935011,,,,
114,9705012917,restaurant,Beba,52.5066992,13.3816381,,,,
115,9798306524,bar,Army Food,52.5083501,13.389846,,,Berlin,Mauerstraße
116,9907698036,bar,Al Catzone - Pizza Napovegana,52.498717,13.3930573,,,Berlin,Brandesstraße
117,9999389413,bar,Hai Coffee,52.5111836,13.4032313,,,,Wallstraße
